"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"310M600US43760","Sonora, CA Micro Area","66846","null","6779","null",
"310M600US43780","South Bend-Mishawaka, IN-MI Metro Area","58996","null","1252","null",
"310M600US43900","Spartanburg, SC Metro Area","57627","null","1572","null",
"310M600US43940","Spearfish, SD Micro Area","56166","null","5012","null",
"310M600US43980","Spencer, IA Micro Area","52307","null","5309","null",
"310M600US44020","Spirit Lake, IA Micro Area","65215","null","3703","null",
"310M600US44060","Spokane-Spokane Valley, WA Metro Area","63524","null","1091","null",
"310M600US44100","Springfield, IL Metro Area","66999","null","1663","null",
"310M600US44140","Springfield, MA Metro Area","64659","null","906","null",
"310M600US44180","Springfield, MO Metro Area","53827","null","681","null",
"310M600US44220","Springfield, OH Metro Area","54869","null","1474","null",
"310M600US44260","Starkville, MS Micro Area","42946","null","2759","null",
"310M600US44300","State College, PA Metro Area","64995","null","2522","null",
"310M600US44340","Statesboro, GA Micro Area","50583","null","1938","null",
"310M600US44420","Staunton, VA Metro Area","61397","null","2103","null",
"310M600US44460","Steamboat Springs, CO Micro Area","83725","null","5755","null",
"310M600US44500","Stephenville, TX Micro Area","56691","null","3134","null",
"310M600US44540","Sterling, CO Micro Area","50998","null","4444","null",
"310M600US44580","Sterling, IL Micro Area","59812","null","3300","null",
"310M600US44620","Stevens Point, WI Micro Area","65550","null","1760","null",
"310M600US44660","Stillwater, OK Micro Area","43686","null","2570","null",
"310M600US44700","Stockton, CA Metro Area","74962","null","1145","null",
"310M600US44740","Storm Lake, IA Micro Area","53645","null","5302","null",
"310M600US44780","Sturgis, MI Micro Area","57080","null","2074","null",
"310M600US44860","Sulphur Springs, TX Micro Area","57745","null","3015","null",
"310M600US44900","Summerville, GA Micro Area","37946","null","3361","null",
"310M600US44940","Sumter, SC Metro Area","48423","null","1678","null",
"310M600US44980","Sunbury, PA Micro Area","51005","null","1618","null",
"310M600US45000","Susanville, CA Micro Area","59292","null","5190","null",
"310M600US45020","Sweetwater, TX Micro Area","44700","null","4596","null",
"310M600US45060","Syracuse, NY Metro Area","65112","null","903","null",
"310M600US45140","Tahlequah, OK Micro Area","47421","null","3598","null",
"310M600US45180","Talladega-Sylacauga, AL Micro Area","45400","null","2867","null",
"310M600US45220","Tallahassee, FL Metro Area","56304","null","1612","null",
"310M600US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","61121","null","482","null",
"310M600US45340","Taos, NM Micro Area","49481","null","6351","null",
"310M600US45380","Taylorville, IL Micro Area","53188","null","2527","null",
"310M600US45460","Terre Haute, IN Metro Area","51531","null","1244","null",
"310M600US45500","Texarkana, TX-AR Metro Area","52262","null","2054","null",
"310M600US45520","The Dalles, OR Micro Area","57853","null","3761","null",
"310M600US45540","The Villages, FL Metro Area","63323","null","2738","null",
"310M600US45580","Thomaston, GA Micro Area","43257","null","3269","null",
"310M600US45620","Thomasville, GA Micro Area","52315","null","3150","null",
"310M600US45660","Tiffin, OH Micro Area","56043","null","2315","null",
"310M600US45700","Tifton, GA Micro Area","46245","null","4351","null",
"310M600US45740","Toccoa, GA Micro Area","50194","null","4430","null",
"310M600US45780","Toledo, OH Metro Area","57312","null","1027","null",
"310M600US45820","Topeka, KS Metro Area","61574","null","1581","null",
"310M600US45860","Torrington, CT Micro Area","84797","null","2786","null",
"310M600US45900","Traverse City, MI Micro Area","67769","null","1821","null",
"310M600US45940","Trenton-Princeton, NJ Metro Area","85687","null","2147","null",
"310M600US45980","Troy, AL Micro Area","40106","null","4007","null",
"310M600US46020","Truckee-Grass Valley, CA Micro Area","74617","null","3763","null",
"310M600US46060","Tucson, AZ Metro Area","59215","null","923","null",
"310M600US46100","Tullahoma-Manchester, TN Micro Area","53337","null","2959","null",
"310M600US46140","Tulsa, OK Metro Area","60866","null","670","null",
"310M600US46180","Tupelo, MS Micro Area","55837","null","1679","null",
"310M600US46220","Tuscaloosa, AL Metro Area","54449","null","1966","null",
"310M600US46300","Twin Falls, ID Metro Area","57953","null","2193","null",
"310M600US46340","Tyler, TX Metro Area","62518","null","2257","null",
"310M600US46380","Ukiah, CA Micro Area","56378","null","1858","null",
"310M600US46420","Union, SC Micro Area","40048","null","3273","null",
"310M600US46460","Union City, TN Micro Area","45606","null","2477","null",
"310M600US46500","Urbana, OH Micro Area","62865","null","2270","null",
"310M600US46520","Urban Honolulu, HI Metro Area","92600","null","1155","null",
"310M600US46540","Utica-Rome, NY Metro Area","61452","null","1422","null",
"310M600US46620","Uvalde, TX Micro Area","51602","null","5989","null",
"310M600US46660","Valdosta, GA Metro Area","46092","null","2431","null",
"310M600US46700","Vallejo, CA Metro Area","89648","null","1708","null",
"310M600US46780","Van Wert, OH Micro Area","59210","null","3063","null",
"310M600US46820","Vermillion, SD Micro Area","56077","null","7938","null",
"310M600US46860","Vernal, UT Micro Area","61293","null","5921","null",
"310M600US46900","Vernon, TX Micro Area","45262","null","6940","null",
"310M600US46980","Vicksburg, MS Micro Area","50686","null","2502","null",
"310M600US47020","Victoria, TX Metro Area","60419","null","2399","null",
"310M600US47080","Vidalia, GA Micro Area","43636","null","3568","null",
"310M600US47180","Vincennes, IN Micro Area","51784","null","4601","null",
"310M600US47220","Vineland-Bridgeton, NJ Metro Area","58397","null","1882","null",
"310M600US47240","Vineyard Haven, MA Micro Area","77392","null","13934","null",
"310M600US47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","71612","null","811","null",
"310M600US47300","Visalia, CA Metro Area","57394","null","1402","null",
"310M600US47340","Wabash, IN Micro Area","59611","null","3554","null",
"310M600US47380","Waco, TX Metro Area","52836","null","1522","null",
"310M600US47420","Wahpeton, ND-MN Micro Area","61322","null","3604","null",
"310M600US47460","Walla Walla, WA Metro Area","63686","null","3699","null",
"310M600US47540","Wapakoneta, OH Micro Area","69315","null","2558","null",
"310M600US47580","Warner Robins, GA Metro Area","67027","null","2570","null",
"310M600US47620","Warren, PA Micro Area","55796","null","2486","null",
"310M600US47660","Warrensburg, MO Micro Area","59952","null","2587","null",
"310M600US47700","Warsaw, IN Micro Area","66764","null","2871","null",
"310M600US47780","Washington, IN Micro Area","57083","null","3884","null",
"310M600US47820","Washington, NC Micro Area","51894","null","2948","null",
"310M600US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","111252","null","555","null",
"310M600US47920","Washington Court House, OH Micro Area","52964","null","2553","null",
"310M600US47940","Waterloo-Cedar Falls, IA Metro Area","61632","null","1639","null",
"310M600US47980","Watertown, SD Micro Area","63268","null","2424","null",
"310M600US48020","Watertown-Fort Atkinson, WI Micro Area","71735","null","2799","null",
"310M600US48060","Watertown-Fort Drum, NY Metro Area","58271","null","2276","null",
"310M600US48100","Wauchula, FL Micro Area","41395","null","5733","null",
"310M600US48140","Wausau-Weston, WI Metro Area","66703","null","1648","null",
"310M600US48180","Waycross, GA Micro Area","43495","null","4326","null",
"310M600US48220","Weatherford, OK Micro Area","55074","null","4816","null",
"310M600US48260","Weirton-Steubenville, WV-OH Metro Area","50495","null","1717","null",
"310M600US48300","Wenatchee, WA Metro Area","66663","null","3013","null",
"310M600US48460","West Plains, MO Micro Area","43200","null","2591","null",
"310M600US48500","West Point, MS Micro Area","35638","null","3040","null",
"310M600US48540","Wheeling, WV-OH Metro Area","53169","null","1874","null",
"310M600US48580","Whitewater, WI Micro Area","69382","null","1940","null",
"310M600US48620","Wichita, KS Metro Area","61445","null","858","null",
"310M600US48660","Wichita Falls, TX Metro Area","55051","null","1706","null",
"310M600US48700","Williamsport, PA Metro Area","58177","null","2450","null",
"310M600US48780","Williston, ND Micro Area","80142","null","8084","null",
"310M600US48820","Willmar, MN Micro Area","67798","null","3331","null",
"310M600US48900","Wilmington, NC Metro Area","63036","null","1877","null",
"310M600US48940","Wilmington, OH Micro Area","57409","null","3729","null",
"310M600US48980","Wilson, NC Micro Area","47348","null","1862","null",
"310M600US49020","Winchester, VA-WV Metro Area","72904","null","2857","null",
"310M600US49060","Winfield, KS Micro Area","51732","null","2374","null",
"310M600US49080","Winnemucca, NV Micro Area","70315","null","4683","null",
"310M600US49100","Winona, MN Micro Area","61753","null","3674","null",
"310M600US49180","Winston-Salem, NC Metro Area","55454","null","994","null",
"310M600US49220","Wisconsin Rapids-Marshfield, WI Micro Area","57996","null","1923","null",
"310M600US49260","Woodward, OK Micro Area","55165","null","4681","null",
"310M600US49300","Wooster, OH Micro Area","64594","null","2161","null",
"310M600US49340","Worcester, MA-CT Metro Area","80333","null","989","null",
"310M600US49380","Worthington, MN Micro Area","57101","null","4117","null",
"310M600US49420","Yakima, WA Metro Area","58380","null","1842","null",
"310M600US49460","Yankton, SD Micro Area","67052","null","4589","null",
"310M600US49500","Yauco, PR Metro Area","16749","null","744","null",
"310M600US49620","York-Hanover, PA Metro Area","72543","null","1131","null",
"310M600US49660","Youngstown-Warren-Boardman, OH-PA Metro Area","50966","null","804","null",
"310M600US49700","Yuba City, CA Metro Area","65113","null","1918","null",
"310M600US49740","Yuma, AZ Metro Area","52563","null","1436","null",
"310M600US49780","Zanesville, OH Micro Area","52224","null","1990","null",
"310M600US49820","Zapata, TX Micro Area","34406","null","3990","null",
